time,ax,ay,az,aT
13.726000,-0.0051,-0.0092,-0.6462,0.646
13.727000,-0.0112,-0.0703,-0.4920,0.497
13.727000,-0.0345,-0.0735,-0.5893,0.595
13.731000,0.0250,-0.0363,-0.5842,0.586
13.736000,-0.0014,-0.0540,-0.5557,0.558
13.741000,-0.0114,-0.0877,-0.4743,0.482
13.746000,0.0121,-0.0260,-0.6450,0.646
13.751000,-0.0534,-0.0967,-0.3917,0.407
13.756000,0.0155,-0.0456,-0.6192,0.621
13.761000,-0.0456,-0.0689,-0.5114,0.518
13.765000,-0.0584,-0.0720,-0.4971,0.506
13.771000,-0.0406,-0.0438,-0.5735,0.577
13.775000,-0.0426,-0.0293,-0.5524,0.555
13.784000,-0.0143,-0.0128,-0.4662,0.467
13.786000,-0.0416,0.0179,-0.5841,0.586
13.791000,-0.0084,-0.0230,-0.5020,0.503
13.795000,-0.0219,-0.0106,-0.5653,0.566
13.800000,-0.0260,-0.0693,-0.4606,0.467
13.805000,-0.0225,-0.0125,-0.4855,0.486
13.811000,0.0054,-0.0539,-0.5681,0.571
13.815000,0.0357,-0.0738,-0.4545,0.462
13.821000,-0.0165,-0.0531,-0.4974,0.500
13.825000,0.0051,-0.0760,-0.5566,0.562
13.830000,0.0130,-0.0953,-0.4198,0.431
13.835000,0.0042,-0.0431,-0.4800,0.482
13.840000,-0.0292,-0.0334,-0.5392,0.541
13.851000,-0.0341,-0.0270,-0.4032,0.406
13.853000,-0.0469,-0.0445,-0.4380,0.443
13.855000,0.0222,-0.0778,-0.4592,0.466
13.896000,0.0531,-0.0516,-0.5345,0.540
13.898000,0.0189,-0.0666,-0.4664,0.471
13.899000,0.0225,-0.0543,-0.4437,0.448
13.899000,0.0071,-0.0434,-0.5696,0.571
13.900000,-0.0287,-0.0544,-0.4241,0.429
13.901000,-0.0239,-0.0658,-0.4672,0.472
13.902000,-0.0269,-0.0613,-0.4536,0.459
13.902000,-0.0350,-0.0516,-0.4356,0.440
13.904000,-0.0436,-0.0643,-0.4734,0.480
13.905000,-0.0575,-0.0540,-0.4547,0.461
13.910000,-0.0204,-0.0250,-0.4652,0.466
13.916000,-0.0224,-0.0287,-0.4507,0.452
13.918000,-0.0254,-0.0512,-0.4327,0.436
13.924000,0.0167,-0.0347,-0.4786,0.480
13.929000,0.0443,-0.0562,-0.4109,0.417
13.933000,0.0178,-0.0808,-0.4179,0.426
13.939000,0.0239,-0.0485,-0.4939,0.497
13.944000,-0.0070,-0.0171,-0.4408,0.441
13.949000,0.0201,-0.0228,-0.4485,0.450
13.954000,0.0240,-0.0093,-0.4219,0.423
13.960000,-0.0152,-0.0028,-0.4188,0.419
13.963000,-0.0140,-0.0090,-0.4457,0.446
13.968000,0.0008,-0.0333,-0.3662,0.368
13.972000,-0.0310,-0.0406,-0.3914,0.395
13.985000,-0.0492,-0.0431,-0.4466,0.451
13.986000,-0.0273,-0.0531,-0.4004,0.405
13.987000,-0.0472,-0.0418,-0.3728,0.378
14.023000,-0.0365,-0.0475,-0.3366,0.342
14.024000,-0.0093,-0.0430,-0.3514,0.354
14.025000,0.0022,-0.0205,-0.3855,0.386
14.025000,0.0433,-0.0221,-0.3595,0.363
14.026000,0.0394,-0.0117,-0.3597,0.362
14.026000,0.0280,-0.0310,-0.3732,0.376
14.027000,0.0613,-0.0320,-0.3732,0.380
14.033000,-0.0018,-0.0362,-0.3762,0.378
14.039000,-0.0068,-0.0513,-0.3535,0.357
14.043000,0.0018,-0.0611,-0.3833,0.388
14.048000,0.0252,-0.0263,-0.3846,0.386
14.052000,0.0510,-0.0455,-0.3925,0.398
14.058000,0.0393,-0.0807,-0.3823,0.393
14.064000,0.0152,-0.0553,-0.3433,0.348
14.067000,0.0045,-0.0407,-0.3774,0.380
14.073000,-0.0003,-0.0406,-0.3800,0.382
14.078000,-0.0085,-0.0440,-0.3140,0.317
14.082000,-0.0286,-0.0735,-0.3201,0.330
14.087000,-0.0350,-0.0620,-0.3767,0.383
14.093000,-0.0022,-0.0584,-0.3924,0.397
14.097000,-0.0249,-0.0632,-0.3001,0.308
14.102000,-0.0534,-0.0494,-0.2988,0.308
14.107000,-0.0435,-0.0451,-0.3138,0.320
14.115000,-0.0510,-0.0066,-0.3504,0.354
14.116000,-0.0107,-0.0244,-0.2653,0.267
14.122000,-0.0443,-0.0463,-0.3941,0.399
14.152000,0.0145,-0.0256,-0.2858,0.287
14.153000,-0.0008,-0.0127,-0.2299,0.230
14.154000,-0.0018,0.0092,-0.3727,0.373
14.155000,0.0154,-0.0081,-0.3348,0.335
14.155000,-0.0370,-0.0198,-0.2579,0.261
14.156000,-0.0103,-0.0721,-0.2871,0.296
14.157000,0.0199,-0.0050,-0.4083,0.409
14.161000,-0.0297,-0.0058,-0.3731,0.374
14.166000,-0.0170,-0.0287,-0.2403,0.243
14.170000,-0.0198,-0.0573,-0.3056,0.312
14.177000,-0.0201,-0.0275,-0.2612,0.263
14.182000,0.0212,-0.0211,-0.2720,0.274
14.186000,-0.0232,-0.0211,-0.2819,0.284
14.192000,0.0127,-0.0258,-0.2026,0.205
14.196000,-0.0100,-0.0306,-0.3807,0.382
14.200000,-0.0007,-0.0355,-0.3302,0.332
14.206000,-0.0155,-0.0213,-0.1496,0.152
14.211000,-0.0522,-0.0456,-0.2930,0.301
14.215000,0.0132,-0.0692,-0.3433,0.350
14.221000,0.0097,-0.0739,-0.1689,0.185
14.226000,0.0320,-0.0724,-0.3154,0.325
14.231000,0.0147,-0.0449,-0.3701,0.373
14.236000,-0.0361,-0.0395,-0.0671,0.086
14.242000,0.0006,-0.0298,-0.3045,0.306
14.246000,0.0077,-0.0272,-0.2764,0.278
14.250000,-0.0412,-0.0800,-0.1923,0.212
14.255000,0.0214,-0.0423,-0.3166,0.320
14.265000,0.0356,0.0074,-0.2628,0.265
14.267000,-0.0150,-0.0490,-0.1318,0.141
14.270000,-0.0380,-0.0183,-0.2999,0.303
14.309000,-0.0070,-0.0563,-0.1593,0.169
14.312000,-0.0198,-0.0533,-0.1814,0.190
14.312000,-0.0301,-0.0088,-0.2329,0.235
14.313000,0.0287,-0.0355,-0.1663,0.172
14.314000,0.0278,-0.0133,-0.2024,0.205
14.315000,0.0199,-0.0039,-0.2573,0.258
14.315000,0.0017,-0.0103,-0.1706,0.171
14.315000,-0.0103,-0.0203,-0.1691,0.171
14.316000,-0.0115,-0.0412,-0.1326,0.139
14.320000,-0.0117,0.0145,-0.1496,0.151
14.325000,-0.0159,-0.0324,-0.1622,0.166
14.330000,0.0105,-0.0596,-0.1536,0.165
14.334000,-0.0278,-0.0339,-0.1927,0.198
14.339000,0.0134,-0.0114,-0.2185,0.219
14.345000,0.0427,-0.0341,-0.1795,0.188
14.349000,0.0151,-0.0253,-0.2460,0.248
14.355000,0.0134,-0.0414,-0.1685,0.174
14.364000,0.0191,-0.0228,-0.1686,0.171
14.365000,0.0038,-0.0439,-0.2198,0.224
14.368000,0.0223,-0.0292,-0.0914,0.098
14.398000,0.0196,0.0091,-0.1294,0.131
14.399000,-0.0020,-0.0268,-0.1889,0.191
14.400000,0.0048,-0.0345,-0.1481,0.152
14.400000,-0.0099,-0.0296,-0.1621,0.165
14.401000,0.0098,-0.0569,-0.2123,0.220
14.402000,0.0139,-0.0682,-0.1615,0.176
14.404000,-0.0087,-0.0596,-0.0728,0.094
14.409000,-0.0146,-0.0160,-0.1471,0.149
14.415000,0.0079,-0.0150,-0.1440,0.145
14.418000,-0.0209,-0.0265,-0.1045,0.110
14.426000,-0.0243,-0.0161,-0.1477,0.151
14.429000,-0.0001,-0.0546,-0.1143,0.127
14.434000,0.0094,-0.0438,-0.0769,0.089
14.438000,-0.0257,-0.0296,-0.1328,0.138
14.443000,-0.0145,-0.0546,-0.1217,0.134
14.448000,0.0027,-0.0416,-0.1145,0.122
14.453000,0.0066,-0.0229,-0.1279,0.130
14.458000,0.0102,-0.0272,-0.0733,0.079
14.464000,0.0191,-0.0132,-0.0904,0.093
14.468000,0.0276,-0.0222,-0.0755,0.083
14.472000,0.0266,-0.0487,-0.0752,0.093
14.478000,0.0080,-0.0602,-0.1178,0.133
14.483000,0.0245,-0.0077,-0.0696,0.074
14.496000,0.0185,0.0059,-0.0604,0.063
14.498000,-0.0049,-0.0279,-0.1163,0.120
14.530000,0.0210,-0.0335,-0.0479,0.062
14.532000,-0.0099,-0.0176,-0.0760,0.079
14.533000,-0.0245,-0.0076,-0.0888,0.092
14.533000,0.0132,-0.0322,-0.0008,0.035
14.533000,-0.0217,-0.0344,-0.0929,0.101
14.534000,0.0005,-0.0197,-0.0973,0.099
14.535000,0.0186,-0.0428,-0.0006,0.047
14.537000,0.0012,-0.0292,-0.1316,0.135
14.542000,0.0159,-0.0026,-0.0638,0.066
14.551000,0.0199,0.0179,-0.0404,0.048
14.552000,0.0370,-0.0137,-0.1059,0.113
14.558000,0.0243,-0.0326,-0.0207,0.046
14.569000,0.0187,-0.0610,-0.0725,0.097
14.569000,0.0567,-0.0453,-0.1031,0.126
14.572000,0.0204,-0.0085,-0.0088,0.024
14.581000,0.0481,-0.0244,-0.0868,0.102
14.582000,0.0134,-0.0257,0.0009,0.029
14.586000,0.0363,-0.0248,-0.0118,0.046
14.591000,0.0466,-0.0330,-0.0554,0.080
14.595000,-0.0021,-0.0305,-0.0208,0.037
14.602000,0.0189,-0.0340,-0.0016,0.039
14.609000,-0.0190,-0.0051,0.0130,0.024
14.612000,-0.0162,-0.0353,0.0574,0.069
14.616000,-0.0324,-0.0266,0.0194,0.046
14.621000,-0.0167,-0.0647,0.0103,0.068
14.628000,0.0337,-0.0463,0.0232,0.062
14.630000,-0.0296,-0.0221,-0.0160,0.040
14.638000,0.0156,-0.0115,0.0220,0.029
14.655000,-0.0228,-0.0204,0.1069,0.111
14.656000,-0.0152,0.0255,0.0223,0.037
14.656000,0.0133,-0.0246,0.0524,0.059
14.657000,-0.0192,-0.0114,0.1290,0.131
14.660000,0.0334,-0.0352,-0.0091,0.049
14.669000,0.0238,-0.0252,0.0626,0.072
14.670000,0.0227,-0.0018,0.0603,0.064
14.675000,-0.0263,-0.0178,-0.0309,0.044
14.680000,0.0335,-0.0677,0.0310,0.082
14.685000,-0.0687,-0.0446,-0.0279,0.087
14.691000,-0.0197,-0.0389,-0.0127,0.045
14.699000,-0.0270,-0.0240,0.0654,0.075
14.702000,-0.0092,-0.0589,-0.0098,0.060
14.706000,-0.0130,-0.0498,0.0372,0.064
14.710000,-0.0367,-0.0109,0.0552,0.067
14.715000,0.0410,-0.0403,-0.0370,0.068
14.720000,-0.0105,-0.0099,0.0051,0.015
14.730000,0.0158,-0.0302,-0.0045,0.034
14.731000,0.0434,-0.0300,-0.0612,0.081
14.735000,0.0095,-0.0497,-0.0278,0.058
14.741000,-0.0151,-0.0415,0.0818,0.093
14.745000,-0.0003,-0.0209,-0.0738,0.077
14.750000,-0.0088,-0.0247,0.0262,0.037
14.763000,-0.0250,-0.0493,0.0369,0.066
14.765000,-0.0105,-0.0330,-0.0109,0.036
14.766000,0.0030,-0.0498,0.0094,0.051
14.770000,0.0009,-0.0383,-0.0412,0.056
14.783000,-0.0196,-0.0563,0.0470,0.076
14.785000,0.0118,-0.0506,0.0151,0.054
14.825000,0.0268,-0.0567,0.0160,0.065
14.827000,0.0116,-0.0195,0.0926,0.095
14.828000,0.0053,0.0101,0.0385,0.040
14.829000,0.0330,-0.0213,0.0648,0.076
14.829000,0.0320,-0.0343,0.0314,0.056
14.830000,0.0548,-0.0282,-0.0171,0.064
14.831000,0.0093,-0.0073,-0.0068,0.014
14.831000,-0.0360,-0.0188,0.0508,0.065
14.832000,0.0058,-0.0237,0.0065,0.025
14.832000,-0.0239,-0.0088,0.0027,0.026
14.835000,-0.0238,-0.0010,0.0534,0.058
14.841000,-0.0128,-0.0383,0.0311,0.051
14.848000,-0.0283,-0.0354,0.0312,0.055
14.850000,0.0018,-0.0227,0.0322,0.039
14.854000,0.0324,-0.0212,0.0305,0.049
14.858000,-0.0170,-0.0413,0.0304,0.054
14.864000,-0.0061,-0.0559,0.0193,0.059
14.868000,0.0112,-0.0419,0.0416,0.060
14.874000,0.0167,-0.0634,0.0158,0.067
14.881000,0.0178,-0.0847,-0.0137,0.088
14.884000,0.0193,-0.0249,0.0048,0.032
14.888000,0.0265,-0.0032,0.0267,0.038
14.893000,0.0418,-0.0221,0.0492,0.068
14.898000,0.0398,-0.0326,0.0265,0.058
14.903000,0.0149,-0.0360,-0.0059,0.039
14.913000,0.0150,-0.0298,0.0078,0.034
14.917000,0.0339,-0.0104,0.0260,0.044
14.919000,-0.0088,-0.0291,0.0387,0.049
14.950000,-0.0184,-0.0559,0.0443,0.074
14.952000,0.0143,-0.0304,0.0057,0.034
14.952000,0.0087,-0.0416,0.0169,0.046
14.953000,0.0246,-0.0519,0.0552,0.080
14.953000,0.0184,-0.0345,0.0806,0.090
14.954000,0.0028,-0.0182,0.0701,0.072
14.962000,0.0197,-0.0191,0.0548,0.061
14.964000,0.0361,-0.0509,0.0436,0.076
14.967000,-0.0021,-0.0496,0.0227,0.055
14.974000,0.0261,-0.0286,0.0603,0.072
14.978000,0.0128,-0.0091,0.0785,0.080
14.981000,0.0468,-0.0166,0.0871,0.100
14.987000,0.0204,-0.0019,0.0675,0.071
14.992000,0.0114,-0.0143,0.0509,0.054
14.997000,0.0435,-0.0150,0.0623,0.077
15.001000,0.0143,-0.0269,0.0032,0.031
15.007000,0.0081,-0.0174,0.0210,0.029
15.012000,0.0436,-0.0126,0.0339,0.057
15.017000,0.0237,-0.0200,-0.0145,0.034
15.022000,-0.0151,-0.0371,0.0169,0.044
15.026000,-0.0002,-0.0371,0.0214,0.043
15.032000,-0.0333,-0.0477,0.0622,0.085
15.037000,0.0090,-0.0229,-0.0460,0.052
15.041000,0.0043,-0.0207,0.0722,0.075
15.046000,0.0132,-0.0417,-0.0002,0.044
15.052000,0.0070,-0.0333,0.0099,0.035
15.060000,-0.0193,-0.0314,0.0023,0.037
15.062000,-0.0485,-0.0442,0.0004,0.066
15.066000,0.0161,-0.0207,-0.0379,0.046
15.071000,0.0421,-0.0304,0.0391,0.065
15.088000,0.0004,-0.0231,0.0178,0.029
15.090000,0.0270,-0.0135,0.0633,0.070
15.090000,-0.0061,-0.0127,0.0719,0.073
15.091000,-0.0087,0.0144,-0.0046,0.017
15.096000,0.0278,0.0204,0.0091,0.036
15.102000,-0.0119,-0.0348,0.0146,0.040
15.106000,-0.0227,0.0098,0.0381,0.045
15.111000,0.0007,-0.0222,0.0529,0.057
15.115000,-0.0135,-0.0179,0.0674,0.071
15.121000,0.0435,-0.0369,0.0388,0.069
15.126000,0.0017,-0.0375,0.0481,0.061
15.130000,0.0531,-0.0689,0.0396,0.096
15.135000,0.0461,-0.0229,0.0647,0.083
15.140000,-0.0024,-0.0320,0.0036,0.032
15.146000,0.0327,-0.0302,0.0606,0.075
15.150000,0.0150,-0.0039,0.0291,0.033
15.156000,0.0158,-0.0164,0.0295,0.037
15.162000,-0.0223,-0.0568,0.0335,0.070
15.165000,-0.0052,-0.0578,0.0251,0.063
15.170000,0.0269,0.0019,-0.0041,0.027
15.175000,0.0056,-0.0270,0.0315,0.042
15.180000,-0.0203,-0.0028,0.0141,0.025
15.186000,-0.0011,-0.0577,0.0150,0.060
15.193000,-0.0054,-0.0384,0.0427,0.058
15.195000,0.0105,-0.0306,0.0387,0.050
15.199000,-0.0059,-0.0659,0.0343,0.074
15.223000,0.0144,-0.0481,0.0250,0.056
15.226000,0.0249,-0.0558,0.0616,0.087
15.227000,0.0031,-0.0539,0.0356,0.065
15.228000,0.0287,-0.0400,0.0287,0.057
15.228000,-0.0129,-0.0188,0.0401,0.046
15.230000,0.0568,-0.0200,0.0208,0.064
15.236000,0.0107,-0.0215,0.0131,0.027
15.240000,-0.0153,-0.0359,0.0549,0.067
15.245000,0.0128,-0.0054,0.0461,0.048
15.249000,-0.0184,-0.0057,0.0742,0.077
15.256000,-0.0304,-0.0139,0.0602,0.069
15.260000,-0.0091,-0.0105,0.0435,0.046
15.264000,-0.0402,-0.0465,0.0388,0.073
15.269000,0.0114,-0.0430,0.0356,0.057
15.274000,0.0009,-0.0316,0.0666,0.074
15.279000,0.0255,-0.0223,0.0649,0.073
15.285000,0.0158,-0.0205,-0.0031,0.026
15.289000,0.0044,-0.0156,0.0163,0.023
15.294000,-0.0063,-0.0222,0.0241,0.033
15.299000,0.0043,-0.0310,-0.0071,0.032
15.306000,0.0382,-0.0282,0.0441,0.065
15.309000,0.0333,-0.0265,0.0417,0.060
15.314000,-0.0081,-0.0191,0.0025,0.021
15.318000,-0.0083,-0.0293,0.0223,0.038
15.325000,0.0137,-0.0167,0.0282,0.036
15.329000,0.0151,-0.0055,0.0280,0.032
15.333000,0.0349,-0.0223,0.0299,0.051
15.346000,0.0367,-0.0252,0.0265,0.052
15.347000,0.0050,-0.0180,0.0459,0.050
15.349000,0.0001,-0.0303,0.0410,0.051
15.383000,-0.0197,-0.0344,0.0615,0.073
15.385000,-0.0206,-0.0225,0.0354,0.047
15.386000,-0.0198,-0.0258,0.0483,0.058
15.387000,0.0035,-0.0296,0.0536,0.061
15.388000,0.0126,-0.0357,0.0304,0.049
15.389000,-0.0218,-0.0501,0.0553,0.078
15.391000,-0.0294,-0.0476,0.0505,0.075
15.392000,-0.0034,-0.0274,-0.0044,0.028
15.393000,0.0307,-0.0528,0.0283,0.067
15.398000,0.0377,-0.0304,0.0675,0.083
15.407000,0.0370,-0.0335,0.0462,0.068
15.412000,0.0142,-0.0450,0.0432,0.064
15.418000,0.0225,-0.0290,0.0640,0.074
15.423000,-0.0044,-0.0319,0.0563,0.065
15.428000,0.0250,-0.0174,0.0159,0.034
15.432000,-0.0109,-0.0111,0.0695,0.071
15.446000,-0.0045,-0.0226,0.0508,0.056
15.447000,0.0404,-0.0201,0.0665,0.080
15.448000,-0.0159,-0.0519,0.0611,0.082
15.451000,0.0027,-0.0303,0.0181,0.035
15.477000,0.0052,-0.0457,0.0407,0.061
15.478000,0.0003,-0.0590,0.0062,0.059
15.479000,-0.0035,-0.0274,0.0420,0.050
15.481000,0.0324,-0.0394,-0.0015,0.051
15.482000,0.0130,-0.0157,0.0151,0.025
15.482000,-0.0104,0.0001,0.0663,0.067
15.488000,0.0089,-0.0404,0.0306,0.051
15.492000,0.0261,-0.0466,0.0274,0.060
15.496000,-0.0071,0.0018,0.0132,0.015
15.501000,0.0299,-0.0527,0.0502,0.079
15.507000,0.0505,-0.0488,0.0130,0.071
15.512000,-0.0259,-0.0293,0.0630,0.074
15.516000,0.0118,-0.0181,0.1015,0.104
15.522000,-0.0021,-0.0211,0.0168,0.027
15.527000,-0.0048,-0.0131,0.0223,0.026
15.532000,-0.0004,0.0097,0.0373,0.039
15.535000,-0.0000,-0.0233,0.0299,0.038
15.542000,0.0044,-0.0265,0.0514,0.058
15.545000,0.0047,-0.0221,-0.0100,0.025
15.551000,-0.0317,-0.0719,0.0680,0.104
15.556000,0.0171,0.0177,0.0170,0.030
15.562000,0.0239,-0.0346,0.0334,0.054
15.566000,0.0241,-0.0173,0.0198,0.036
15.572000,0.0097,-0.0361,0.0243,0.045
15.577000,-0.0045,-0.0457,0.0340,0.057
15.580000,0.0184,-0.0313,0.0527,0.064
15.585000,-0.0358,-0.0272,0.0342,0.056
15.591000,0.0475,-0.0441,0.0420,0.077
15.595000,0.0323,-0.0036,0.0070,0.033
15.601000,0.0016,-0.0258,0.0438,0.051
15.609000,-0.0459,-0.0193,0.0493,0.070
15.611000,0.0339,-0.0501,0.0587,0.084
15.614000,-0.0124,-0.0412,0.0156,0.046
15.646000,0.0492,0.0024,0.0308,0.058
15.648000,0.0146,-0.0008,0.0789,0.080
15.649000,-0.0181,-0.0232,0.0273,0.040
15.649000,-0.0103,-0.0061,0.0792,0.080
15.650000,-0.0080,-0.0266,0.0605,0.067
15.650000,0.0220,-0.0119,0.0520,0.058
15.650000,-0.0086,-0.0620,0.0738,0.097
15.655000,0.0081,-0.0433,0.0689,0.082
15.660000,-0.0385,-0.0201,0.0172,0.047
15.664000,-0.0094,-0.0521,0.0483,0.072
15.671000,0.0328,-0.0325,0.0544,0.071
15.675000,0.0413,-0.0108,0.0695,0.082
15.680000,0.0144,-0.0417,0.0435,0.062
15.684000,-0.0096,-0.0478,0.0306,0.058
15.689000,-0.0274,-0.0452,-0.0153,0.055
15.694000,0.0098,-0.0178,-0.0076,0.022
15.700000,0.0265,-0.0224,0.0546,0.065
15.709000,0.0293,-0.0242,0.0325,0.050
15.710000,0.0034,-0.0380,0.0233,0.045
15.714000,-0.0394,-0.0469,0.0099,0.062
15.741000,-0.0263,-0.0036,0.0484,0.055
15.742000,0.0145,-0.0635,0.0786,0.102
15.743000,-0.0126,-0.0549,-0.0154,0.058
15.743000,0.0042,-0.0253,0.0071,0.027
15.744000,0.0062,-0.0170,0.0229,0.029
15.744000,-0.0170,0.0044,0.0507,0.054
15.749000,0.0025,-0.0011,0.0679,0.068
15.755000,-0.0016,-0.0035,0.0367,0.037
15.759000,-0.0077,-0.0313,0.0456,0.056
15.763000,0.0030,-0.0240,0.0605,0.065
15.769000,0.0283,-0.0225,0.0639,0.073
15.774000,-0.0086,-0.0474,0.0700,0.085
15.778000,-0.0074,-0.0410,0.0652,0.077
15.784000,-0.0039,-0.0157,0.0692,0.071
15.788000,-0.0136,-0.0448,0.0769,0.090
15.793000,-0.0024,-0.0734,0.0630,0.097
15.801000,0.0245,-0.0638,0.0720,0.099
15.804000,0.0461,-0.0492,0.0839,0.108
15.809000,0.0577,-0.0450,0.0349,0.081
15.814000,0.0425,-0.0415,0.0206,0.063
15.820000,0.0265,-0.0147,0.0645,0.071
15.825000,0.0218,-0.0201,0.0416,0.051
15.827000,0.0278,-0.0109,0.0212,0.037
15.833000,0.0121,-0.0029,-0.0101,0.016
15.838000,-0.0154,-0.0194,-0.0008,0.025
15.843000,-0.0092,-0.0340,0.0290,0.046
15.848000,-0.0023,-0.0341,0.0145,0.037
15.860000,0.0106,-0.0068,0.0287,0.031
15.863000,0.0199,-0.0221,0.0073,0.031
15.867000,0.0045,-0.0247,0.0074,0.026
15.898000,0.0085,-0.0504,0.0350,0.062
15.901000,0.0152,-0.0308,0.0054,0.035
15.901000,-0.0043,-0.0211,0.0085,0.023
15.902000,0.0288,-0.0322,0.0227,0.049
15.902000,-0.0146,-0.0484,0.0608,0.079
15.902000,-0.0155,-0.0037,0.0533,0.056
15.903000,-0.0009,-0.0169,0.0092,0.019
15.908000,-0.0134,-0.0098,0.0129,0.021
15.913000,-0.0187,-0.0267,0.0336,0.047
15.917000,-0.0080,-0.0390,0.0530,0.066
15.922000,0.0248,-0.0475,0.0614,0.082
15.926000,-0.0065,-0.0315,0.0184,0.037
15.933000,0.0001,-0.0523,0.0089,0.053
15.937000,-0.0097,-0.0065,0.0592,0.060
15.943000,0.0017,-0.0079,0.0069,0.011
15.947000,0.0171,-0.0078,0.0219,0.029
15.954000,0.0436,-0.0465,0.0014,0.064
15.958000,-0.0072,-0.0109,0.0235,0.027
15.962000,0.0020,-0.0182,0.0007,0.018
15.966000,0.0302,-0.0089,0.0037,0.032
15.971000,0.0095,-0.0318,0.0467,0.057
15.976000,0.0268,-0.0146,-0.0480,0.057
15.983000,-0.0170,0.0010,0.0019,0.017
15.993000,0.0505,0.0157,0.0142,0.055
15.995000,0.0324,-0.0091,-0.0028,0.034
15.998000,0.0078,0.0325,-0.0001,0.033
16.031000,0.0507,-0.0084,0.0718,0.088
16.033000,0.0357,-0.0612,0.0272,0.076
16.034000,0.0255,-0.0230,0.0517,0.062
16.035000,-0.0305,0.0022,0.0576,0.065
16.036000,0.0282,-0.0251,0.0531,0.065
16.037000,0.0484,-0.0212,-0.0037,0.053
16.037000,-0.0183,-0.0164,0.0529,0.058
16.038000,0.0009,-0.0072,0.0482,0.049
16.043000,0.0093,-0.0541,0.0481,0.073
16.045000,-0.0448,-0.0261,0.0430,0.067
16.051000,0.0182,-0.0305,0.0280,0.045
16.057000,-0.0247,-0.0264,0.0058,0.037
16.061000,0.0279,-0.0339,0.0231,0.050
16.065000,0.0014,-0.0148,0.0666,0.068
16.075000,0.0050,-0.0484,-0.0562,0.074
16.076000,-0.0021,0.0167,0.0093,0.019
16.080000,0.0183,-0.0329,0.0415,0.056
16.110000,0.0394,-0.0518,-0.0152,0.067
16.112000,0.0100,-0.0550,-0.0082,0.057
16.113000,0.0358,0.0009,0.0847,0.092
16.114000,0.0043,-0.0387,0.0096,0.040
16.114000,-0.0474,-0.0335,-0.0057,0.058
16.115000,-0.0001,-0.0429,0.0468,0.064
16.115000,-0.0023,-0.0172,-0.0188,0.026
16.120000,0.0036,-0.0417,0.0280,0.050
16.125000,-0.0021,-0.0321,0.0375,0.049
16.132000,0.0065,-0.0357,0.0188,0.041
16.133000,0.0145,-0.0302,0.0381,0.051
16.139000,0.0202,-0.0535,0.0496,0.076
16.144000,-0.0091,-0.0253,0.0410,0.049
16.149000,-0.0042,-0.0211,0.0309,0.038
16.156000,0.0009,0.0025,0.0082,0.009
16.159000,-0.0141,-0.0618,0.0710,0.095
16.165000,0.0114,-0.0134,0.0490,0.052
16.169000,0.0047,-0.0023,0.0582,0.058
16.174000,-0.0156,-0.0188,0.0497,0.055
16.179000,-0.0043,-0.0424,0.0375,0.057
16.184000,0.0006,-0.0683,0.0227,0.072
16.190000,0.0060,-0.0376,0.0478,0.061
16.194000,0.0255,-0.0310,0.0427,0.059
16.199000,0.0048,-0.0534,0.0709,0.089
16.205000,-0.0007,-0.0389,0.0461,0.060
16.210000,0.0052,-0.0318,0.0123,0.034
16.215000,0.0050,-0.0212,0.0501,0.055
16.229000,0.0049,-0.0129,0.0457,0.048
16.231000,0.0089,-0.0317,0.0228,0.040
16.231000,0.0145,-0.0218,0.0213,0.034
16.266000,0.0060,-0.0098,0.0072,0.014
16.268000,0.0128,-0.0260,0.0164,0.033
16.269000,0.0134,-0.0099,0.0377,0.041
16.269000,-0.0095,0.0028,0.0369,0.038
16.269000,0.0044,-0.0175,0.0241,0.030
16.273000,-0.0001,-0.0270,0.0290,0.040
16.274000,0.0150,-0.0243,0.0315,0.043
16.274000,0.0253,0.0022,0.0513,0.057
16.275000,-0.0130,0.0033,0.0265,0.030
16.278000,-0.0184,-0.0132,0.0402,0.046
16.284000,0.0009,-0.0223,0.0711,0.074
16.288000,-0.0014,-0.0244,0.0409,0.048
16.293000,0.0290,-0.0409,0.0767,0.092
16.299000,0.0096,-0.0446,0.0562,0.072
16.307000,-0.0039,-0.0474,0.0204,0.052
16.308000,0.0416,-0.0413,0.0446,0.074
16.313000,-0.0033,-0.0219,0.0785,0.082
16.325000,0.0081,-0.0238,0.0701,0.075
16.328000,0.0166,-0.0292,0.0147,0.037
16.333000,-0.0079,-0.0323,0.0501,0.060
16.338000,-0.0239,-0.0214,0.0658,0.073
16.342000,0.0197,-0.0247,0.0513,0.060
16.348000,0.0562,-0.0327,0.0482,0.081
16.360000,0.0256,-0.0177,0.0715,0.078
16.362000,0.0230,-0.0137,0.0478,0.055
16.363000,0.0217,-0.0222,0.0442,0.054
16.396000,0.0085,-0.0146,0.0237,0.029
16.398000,0.0294,-0.0284,0.0182,0.045
16.398000,0.0023,-0.0560,0.0230,0.061
16.398000,0.0123,-0.0376,-0.0086,0.040
16.399000,-0.0105,-0.0147,0.0033,0.018
16.399000,0.0297,-0.0067,-0.0014,0.030
16.400000,0.0013,-0.0096,-0.0045,0.011
16.402000,0.0060,0.0048,-0.0084,0.011
16.407000,0.0176,-0.0346,0.0533,0.066
16.413000,0.0114,-0.0285,0.0436,0.053
16.418000,-0.0104,-0.0174,0.0386,0.044
16.421000,-0.0224,-0.0526,0.0102,0.058
