time,ax,ay,az,aT
5.521000,0.0238,-0.0646,-0.1806,0.193
5.526000,-0.0089,-0.0558,0.0756,0.094
5.530000,-0.0206,-0.0587,0.1327,0.147
5.535000,-0.0577,-0.0344,-0.0284,0.073
5.541000,-0.0212,-0.0139,-0.0207,0.033
5.545000,-0.0539,-0.0281,0.0218,0.065
5.550000,-0.0323,0.0023,0.0739,0.081
5.555000,-0.0300,0.0057,-0.0534,0.062
5.560000,-0.0137,0.0317,0.0690,0.077
5.565000,-0.0151,0.0318,0.1723,0.176
5.571000,0.0078,0.0048,-0.0550,0.056
5.576000,0.0413,-0.0065,0.0159,0.045
5.580000,0.0152,-0.0101,0.1317,0.133
5.584000,-0.0174,-0.0511,-0.0579,0.079
5.590000,0.0417,-0.0725,0.0047,0.084
5.594000,0.0071,-0.0568,0.0961,0.112
5.600000,-0.0029,-0.0254,-0.1713,0.173
5.604000,0.0115,-0.0150,0.0618,0.065
5.609000,0.0140,0.0049,0.0686,0.070
5.615000,0.0484,-0.0072,0.0299,0.057
5.629000,0.0099,-0.0216,0.0353,0.043
5.631000,0.0582,-0.0216,0.1029,0.120
5.632000,0.0179,-0.0338,-0.0400,0.055
5.635000,0.0353,-0.0535,0.0230,0.068
5.659000,0.0836,-0.0222,0.0568,0.103
5.661000,0.1123,-0.0153,-0.0058,0.113
5.664000,0.0975,-0.0282,-0.0207,0.104
5.665000,0.0699,-0.0396,0.0712,0.107
5.666000,0.0233,-0.0380,0.0098,0.046
5.667000,-0.0122,-0.0599,0.0686,0.092
5.668000,-0.0402,-0.0601,0.0322,0.079
5.675000,-0.0425,-0.0136,0.0675,0.081
5.678000,-0.0346,-0.0219,0.0642,0.076
5.683000,-0.0530,-0.0014,-0.0241,0.058
5.689000,-0.0786,0.0191,0.0627,0.102
5.694000,-0.0538,0.0237,0.0473,0.075
5.698000,-0.0423,0.0133,-0.0718,0.084
5.704000,-0.0429,0.0321,0.0505,0.074
5.712000,-0.0270,0.0277,0.0325,0.051
5.713000,-0.0158,0.0160,0.0412,0.047
5.718000,0.0176,0.0124,0.1590,0.160
5.723000,0.0658,0.0206,0.0120,0.070
5.728000,0.0614,0.0139,-0.0210,0.066
5.734000,0.0229,-0.0072,0.1251,0.127
5.738000,0.0133,0.0021,0.0098,0.017
5.743000,0.0111,-0.0056,0.0689,0.070
5.748000,0.0189,-0.0124,0.0222,0.032
5.757000,0.0707,-0.0261,-0.0137,0.077
5.758000,0.0744,-0.0476,0.0017,0.088
5.763000,0.0551,-0.0422,0.0191,0.072
5.767000,0.0338,-0.0037,0.0885,0.095
5.784000,0.0562,-0.0043,0.0699,0.090
5.786000,0.0742,-0.0118,0.0519,0.091
5.786000,0.0508,-0.0140,0.0724,0.090
5.792000,0.0033,-0.0298,0.0329,0.045
5.798000,-0.0241,-0.0244,0.0665,0.075
5.804000,-0.0400,-0.0272,0.0598,0.077
5.808000,-0.0147,-0.0065,-0.1020,0.103
5.812000,0.0077,-0.0554,0.0772,0.095
5.818000,-0.0552,-0.0552,0.0218,0.081
5.823000,-0.0551,-0.0153,-0.0474,0.074
5.827000,0.0054,-0.0071,0.1677,0.168
5.832000,-0.0131,-0.0120,0.0192,0.026
5.837000,-0.0139,-0.0027,0.0403,0.043
5.842000,-0.0299,0.0046,0.0993,0.104
5.847000,0.0024,-0.0301,0.0260,0.040
5.854000,-0.0576,-0.0237,-0.0256,0.067
5.857000,-0.0320,-0.0216,0.1410,0.146
5.862000,-0.0368,-0.0339,-0.0004,0.050
5.866000,-0.0076,-0.0027,-0.0908,0.091
5.872000,-0.0335,-0.0054,0.0620,0.071
5.876000,0.0016,0.0271,-0.0210,0.034
5.881000,0.0031,0.0309,0.0833,0.089
5.891000,-0.0307,-0.0143,0.0900,0.096
5.894000,-0.0244,0.0139,0.0250,0.038
5.896000,-0.0511,0.0368,0.0846,0.105
5.918000,-0.0012,0.0480,0.1586,0.166
5.920000,-0.0104,0.0407,-0.1290,0.136
5.920000,0.0345,0.0309,0.1198,0.128
5.921000,0.0229,0.0300,0.1099,0.116
5.921000,0.0738,0.0384,-0.2110,0.227
5.927000,0.0207,-0.0454,0.0896,0.103
5.932000,0.0389,-0.0205,0.0655,0.079
5.937000,0.0631,-0.0686,-0.1196,0.152
5.942000,0.0552,0.0024,0.1513,0.161
5.945000,0.0456,-0.0365,0.0559,0.081
5.952000,0.0217,-0.0189,-0.1637,0.166
5.957000,0.0214,-0.0280,0.2082,0.211
5.960000,-0.0213,-0.0043,0.1326,0.134
5.966000,0.0737,-0.0196,-0.2383,0.250
5.971000,0.0538,-0.0708,0.1455,0.171
5.976000,0.0126,-0.0467,0.0298,0.057
5.981000,0.0304,-0.0286,-0.0632,0.076
5.989000,0.0171,-0.0379,0.0180,0.045
5.991000,0.0192,-0.0401,0.0609,0.075
5.995000,-0.0104,-0.0102,-0.1373,0.138
6.000000,0.0049,-0.0229,0.0023,0.024
6.014000,-0.0214,-0.0161,0.1080,0.111
6.015000,-0.0537,0.0025,0.0092,0.054
6.015000,-0.0028,-0.0184,0.0396,0.044
6.021000,-0.0008,-0.0207,0.0261,0.033
6.026000,0.0040,-0.0601,0.0663,0.090
6.030000,-0.0381,-0.0470,-0.0936,0.111
6.036000,-0.0251,-0.0406,0.1134,0.123
6.040000,-0.0325,-0.0381,0.0302,0.058
6.046000,0.0087,-0.0707,-0.0586,0.092
6.050000,-0.0018,-0.0271,0.0940,0.098
6.055000,-0.0585,-0.0357,0.0510,0.085
6.059000,0.0084,-0.0169,-0.0031,0.019
6.065000,0.0196,0.0157,0.0549,0.060
6.070000,-0.0032,0.0352,0.1165,0.122
6.075000,0.0354,0.0230,-0.0281,0.051
6.080000,0.0059,-0.0016,0.0576,0.058
6.086000,-0.0243,-0.0390,0.0430,0.063
6.090000,-0.0027,-0.0592,-0.0006,0.059
6.094000,-0.0094,-0.0632,0.0086,0.064
6.099000,0.0206,-0.0716,0.0772,0.107
6.104000,0.0235,-0.0123,0.0719,0.077
6.109000,0.0551,-0.0075,0.0207,0.059
6.114000,-0.0028,-0.0092,0.0930,0.094
6.128000,-0.0048,-0.0044,0.0728,0.073
6.129000,0.0296,-0.0065,0.0127,0.033
6.132000,0.0213,-0.0049,0.1004,0.103
6.167000,0.0212,0.0058,0.0384,0.044
6.168000,0.0614,-0.0248,-0.1190,0.136
6.169000,0.0506,-0.0479,0.0968,0.119
6.169000,0.0606,-0.0355,0.0389,0.080
6.170000,0.1044,-0.0197,-0.1143,0.156
6.171000,0.0650,-0.0226,0.0853,0.110
6.172000,0.0005,-0.0335,0.0811,0.088
6.172000,-0.0105,-0.0158,-0.0141,0.024
6.175000,-0.0080,-0.0331,0.0567,0.066
6.179000,-0.0126,-0.0700,-0.0081,0.072
6.186000,-0.0247,-0.0610,-0.0431,0.079
6.188000,-0.0415,-0.0222,-0.0527,0.071
6.194000,-0.0485,-0.0325,0.0588,0.083
6.199000,-0.0364,-0.0053,0.0691,0.078
6.203000,-0.0276,-0.0065,-0.1031,0.107
6.209000,-0.0274,-0.0306,-0.0023,0.041
6.213000,-0.0034,-0.0156,0.1610,0.162
6.219000,0.0375,0.0225,0.0268,0.051
6.223000,0.0540,0.0179,0.0038,0.057
6.227000,0.0542,-0.0231,0.0890,0.107
6.232000,0.0773,-0.0031,0.0285,0.082
6.238000,0.0839,0.0002,0.0898,0.123
6.242000,0.0515,-0.0348,0.0504,0.080
6.257000,0.0354,-0.0552,-0.0234,0.070
6.259000,0.0108,-0.0801,0.0116,0.082
6.262000,0.0321,-0.1046,0.1408,0.178
6.267000,0.0661,-0.1014,-0.0021,0.121
6.282000,0.0511,-0.0707,-0.0777,0.117
6.285000,0.0371,-0.0056,0.1481,0.153
6.285000,0.0455,0.0080,0.2074,0.213
6.288000,0.0907,0.0273,-0.1871,0.210
6.294000,0.0518,0.0092,0.1382,0.148
6.298000,0.0236,0.0126,0.1487,0.151
6.303000,-0.0220,0.0174,-0.1599,0.162
6.308000,-0.0258,-0.0406,0.1253,0.134
6.311000,-0.0333,-0.0411,0.0240,0.058
6.319000,-0.0218,-0.0468,-0.0914,0.105
6.324000,-0.0515,-0.0879,0.1329,0.167
6.326000,-0.0453,-0.0636,0.0243,0.082
6.332000,-0.0531,-0.0396,-0.0345,0.075
6.337000,-0.0478,-0.0440,0.0366,0.075
6.342000,-0.0539,-0.0616,0.1007,0.130
6.346000,0.0172,-0.1011,0.2072,0.231
6.358000,-0.0224,-0.0672,-0.1795,0.193
6.360000,-0.0315,-0.0891,0.0658,0.115
6.364000,0.0064,-0.0221,0.0355,0.042
6.365000,-0.0096,-0.0375,0.0751,0.084
6.384000,0.0307,-0.0150,-0.1634,0.167
6.386000,0.0009,-0.0033,0.1131,0.113
6.387000,0.0063,0.0725,-0.0895,0.115
6.387000,0.0070,0.0435,0.1528,0.159
6.392000,0.0520,0.0183,-0.0437,0.070
6.397000,0.0093,0.0124,0.0886,0.090
6.403000,0.0393,0.0030,-0.0286,0.049
6.406000,-0.0201,-0.0253,0.0786,0.085
6.411000,-0.0642,-0.0448,-0.0175,0.080
6.416000,0.0497,-0.0212,0.0620,0.082
6.421000,0.0694,-0.0262,-0.0797,0.109
6.426000,0.0643,-0.0627,0.1678,0.190
6.431000,0.0466,0.0253,-0.0971,0.111
6.436000,0.0882,-0.0263,0.0231,0.095
6.440000,0.0829,-0.0322,0.1163,0.146
6.446000,0.0661,0.0301,0.1256,0.145
6.451000,0.0217,0.0041,-0.0637,0.067
6.455000,0.0794,-0.0388,0.1535,0.177
6.460000,-0.0157,-0.0218,0.0512,0.058
6.465000,0.0386,-0.0278,0.0655,0.081
6.471000,0.0237,-0.0417,-0.0523,0.071
6.475000,0.0382,-0.0532,0.0881,0.110
6.481000,0.0148,-0.0694,0.0416,0.082
6.491000,-0.0266,-0.0413,0.0677,0.084
6.492000,-0.0274,-0.0438,-0.0333,0.061
6.532000,-0.0281,-0.0311,0.1382,0.144
6.534000,-0.0130,0.0074,0.0982,0.099
6.534000,-0.0188,0.0612,0.0497,0.081
6.535000,-0.0140,0.0089,0.0807,0.082
6.535000,0.0315,0.0175,0.0765,0.085
6.536000,0.0219,0.0125,-0.0004,0.025
6.536000,0.0428,-0.0239,0.0125,0.051
6.538000,0.0478,-0.0388,0.0716,0.094
6.538000,0.0320,-0.0149,-0.0412,0.054
6.539000,-0.0122,-0.0296,0.0283,0.043
6.546000,-0.0622,-0.0772,0.0689,0.121
6.551000,-0.0303,-0.0379,0.0910,0.103
6.555000,0.0079,-0.0103,0.0390,0.041
6.560000,-0.0129,-0.0116,-0.0143,0.022
6.568000,0.0335,-0.0357,0.0166,0.052
6.572000,-0.0216,-0.0129,0.1504,0.153
6.575000,-0.0087,-0.0206,-0.0307,0.038
6.579000,0.0420,-0.0171,0.1193,0.128
6.584000,0.0673,-0.0390,-0.0148,0.079
6.590000,0.0235,-0.0178,-0.0944,0.099
6.593000,0.0079,-0.0381,0.0889,0.097
6.599000,0.0057,-0.0420,0.0148,0.045
6.604000,0.0135,-0.0085,0.0192,0.025
6.608000,0.0164,-0.0368,0.0672,0.078
6.614000,-0.0085,-0.0482,-0.0230,0.054
6.632000,-0.0540,-0.0309,0.0478,0.078
6.634000,-0.0549,-0.0209,0.1244,0.138
6.634000,-0.0166,-0.0314,0.0185,0.040
6.635000,0.0315,-0.0447,0.0557,0.078
6.638000,0.0568,-0.0399,0.0477,0.084
6.644000,0.0566,-0.0399,-0.0289,0.075
6.652000,0.0493,-0.0641,0.0699,0.107
6.653000,0.0299,-0.0556,0.0593,0.087
6.658000,0.0562,-0.0178,0.0157,0.061
6.663000,0.0695,-0.0191,0.0421,0.083
6.669000,0.0379,-0.0542,0.0341,0.074
6.672000,-0.0181,-0.0811,0.0090,0.084
6.678000,-0.0351,-0.0605,0.0579,0.091
6.684000,-0.0031,-0.0420,0.0977,0.106
6.688000,-0.0093,-0.0277,0.0515,0.059
6.692000,-0.0373,-0.0239,-0.0493,0.066
6.697000,-0.0407,-0.0278,0.0719,0.087
6.708000,-0.0520,-0.0337,0.0884,0.108
6.713000,-0.0579,-0.0038,-0.0594,0.083
6.725000,-0.0250,0.0031,0.0722,0.076
6.727000,-0.0084,-0.0037,0.1315,0.132
6.728000,0.0625,0.0059,-0.0766,0.099
6.732000,0.0543,0.0106,0.1243,0.136
6.762000,0.0446,0.0272,0.0692,0.087
6.764000,0.0690,0.0007,-0.0817,0.107
6.765000,0.0123,0.0040,0.0412,0.043
6.765000,0.0248,-0.0415,0.0834,0.096
6.766000,0.0215,-0.0295,0.0345,0.050
6.767000,-0.0064,-0.0218,-0.0595,0.064
6.767000,0.0263,-0.0596,0.0052,0.065
6.773000,0.0426,-0.0156,0.1558,0.162
6.778000,0.0474,0.0006,-0.0854,0.098
6.782000,0.0104,-0.0259,0.1149,0.118
6.787000,0.0353,0.0056,0.0639,0.073
6.790000,0.0359,-0.0045,0.0378,0.052
6.796000,0.0222,-0.0129,0.0149,0.030
6.801000,0.0277,-0.0459,0.0821,0.098
6.807000,0.0334,-0.0725,-0.0623,0.101
6.813000,0.0176,-0.0473,0.1232,0.133
6.819000,-0.0018,-0.0508,-0.0582,0.077
6.821000,0.0293,-0.0562,0.0530,0.083
6.827000,-0.0431,-0.0438,0.0722,0.095
6.832000,-0.0134,-0.0034,-0.1140,0.115
6.836000,0.0126,-0.0519,0.0766,0.093
6.842000,-0.0208,0.0054,0.0784,0.081
6.846000,-0.0281,0.0150,0.0231,0.039
6.856000,-0.0012,-0.0119,0.0967,0.097
6.858000,0.0141,-0.0594,-0.0001,0.061
6.861000,0.0056,-0.1124,0.0373,0.119
6.892000,-0.0134,-0.0530,-0.0318,0.063
6.894000,-0.0185,0.0004,0.0190,0.027
6.894000,-0.0088,-0.0230,0.0619,0.067
6.895000,0.0288,0.0337,-0.1962,0.201
6.895000,-0.0231,-0.0091,0.1491,0.151
6.896000,-0.0198,-0.0180,0.1522,0.155
6.896000,-0.0597,-0.0093,-0.1312,0.144
6.902000,-0.0217,-0.0184,0.2138,0.216
6.906000,-0.0003,-0.0187,0.0885,0.090
6.910000,-0.0159,-0.0233,-0.0660,0.072
6.917000,0.0120,-0.0208,0.1049,0.108
6.922000,0.0240,0.0034,0.0444,0.051
6.925000,0.0162,-0.0137,0.0115,0.024
6.930000,0.0346,-0.0132,0.0237,0.044
6.937000,0.1053,-0.0148,0.0297,0.110
6.939000,0.0929,-0.0446,0.0809,0.131
6.946000,0.0527,-0.0092,0.0116,0.055
6.955000,0.0957,-0.0473,0.1050,0.150
6.956000,0.0704,0.0161,0.0238,0.076
6.960000,0.0805,-0.0197,0.0681,0.107
7.004000,0.0546,-0.0089,-0.0422,0.070
7.008000,-0.0102,-0.0301,0.1861,0.189
7.009000,0.0148,-0.0442,-0.0397,0.061
7.009000,0.0160,-0.0623,0.0051,0.065
7.010000,0.0670,-0.0488,-0.0123,0.084
7.011000,0.0223,-0.0464,-0.0546,0.075
7.011000,0.0246,-0.0247,0.0040,0.035
7.012000,0.0012,-0.0101,0.0832,0.084
7.013000,-0.0313,0.0168,0.0947,0.101
7.013000,-0.0333,0.0492,0.0152,0.061
7.014000,0.0118,0.0082,0.0258,0.030
7.020000,-0.0048,-0.0336,0.0737,0.081
7.024000,-0.0360,-0.0269,0.0770,0.089
7.029000,-0.0103,-0.0332,0.0099,0.036
7.035000,0.0044,-0.0583,-0.0333,0.067
7.039000,0.0112,-0.0822,0.0518,0.098
7.044000,-0.0149,-0.0444,-0.0476,0.067
7.055000,-0.0311,-0.0379,0.0261,0.056
7.056000,-0.0224,-0.0137,0.0636,0.069
7.058000,-0.0139,0.0027,0.0266,0.030
7.063000,-0.0098,0.0076,0.0652,0.066
7.086000,-0.0021,0.0105,0.0837,0.084
7.087000,-0.0014,0.0063,-0.0181,0.019
7.088000,-0.0104,-0.0035,0.0756,0.076
7.089000,-0.0184,-0.0046,0.1086,0.110
7.089000,0.0019,-0.0019,0.0153,0.016
7.094000,0.0155,-0.0413,0.0568,0.072
7.100000,0.0318,-0.0455,0.0045,0.056
7.104000,0.0318,-0.0381,-0.0246,0.055
7.108000,0.0208,-0.0245,0.1057,0.110
7.114000,0.0321,0.0097,0.0501,0.060
7.118000,0.0376,0.0001,0.0287,0.047
7.123000,0.0365,0.0009,0.0951,0.102
7.128000,0.0058,0.0105,0.0867,0.088
7.133000,-0.0049,-0.0180,0.0557,0.059
7.138000,0.0013,-0.0427,0.0299,0.052
7.143000,0.0210,-0.0681,0.0156,0.073
7.149000,0.0433,-0.0538,0.0715,0.099
7.153000,0.0372,-0.0125,-0.0650,0.076
7.158000,0.0568,-0.0024,0.0076,0.057
7.169000,0.0271,-0.0438,0.1153,0.126
7.172000,0.0474,-0.0478,-0.0428,0.080
7.178000,0.0508,-0.0598,0.0507,0.093
7.188000,-0.0087,-0.0360,0.1248,0.130
7.189000,-0.0327,-0.0152,-0.0704,0.079
7.234000,-0.0065,0.0096,-0.0452,0.047
7.236000,-0.0046,-0.0204,0.1160,0.118
7.237000,-0.0157,-0.0036,-0.0826,0.084
7.237000,-0.0428,0.0067,-0.0604,0.074
7.238000,-0.1047,0.0371,0.1126,0.158
7.238000,-0.1058,0.0129,-0.0917,0.141
7.239000,-0.0560,-0.0246,0.0479,0.078
7.239000,-0.0272,-0.0216,0.1384,0.143
7.240000,0.0631,-0.0072,-0.0201,0.067
7.240000,0.1139,-0.0608,0.1035,0.165
7.242000,0.1092,-0.0680,0.0836,0.153
7.247000,0.1218,-0.0468,-0.1309,0.185
7.252000,0.1136,-0.0029,-0.0154,0.115
7.260000,0.0714,-0.0622,0.2031,0.224
7.262000,0.0189,-0.0394,-0.0878,0.098
7.266000,-0.0303,-0.0452,-0.0089,0.055
7.272000,-0.0787,-0.0639,0.0977,0.141
7.277000,0.0493,0.0302,0.0601,0.083
7.282000,0.0766,-0.0159,-0.0959,0.124
7.288000,0.1164,0.0325,0.0318,0.125
7.291000,0.0640,-0.0090,0.1572,0.170
7.296000,0.1158,-0.0182,-0.0217,0.119
7.302000,0.0315,0.0082,0.0914,0.097
7.305000,-0.0382,-0.0575,0.1009,0.122
7.311000,-0.0557,-0.0526,-0.1960,0.210
7.333000,-0.0748,-0.0706,0.0899,0.137
7.336000,-0.0428,-0.0433,0.0822,0.102
7.336000,-0.0657,0.0425,-0.0742,0.108
7.337000,-0.0518,-0.0136,0.0718,0.090
7.337000,-0.0754,0.0628,0.0486,0.109
7.346000,-0.0472,0.0434,0.0904,0.111
7.347000,-0.0522,0.0296,0.0465,0.076
7.351000,-0.0611,0.0391,0.1389,0.157
7.355000,-0.0496,0.0369,0.0167,0.064
7.361000,-0.0065,-0.0839,-0.0278,0.089
7.366000,0.0274,-0.0558,0.0477,0.078
7.375000,0.0537,-0.0434,-0.0164,0.071
7.377000,0.0025,-0.0439,0.0145,0.046
7.381000,0.0191,0.0270,0.0527,0.062
7.385000,0.0429,-0.0273,0.0059,0.051
7.389000,-0.0091,0.0064,-0.0015,0.011
7.394000,-0.0385,-0.0480,0.1428,0.155
7.400000,0.0089,-0.0226,0.0992,0.102
7.409000,-0.0088,-0.0193,0.0579,0.062
7.410000,-0.0294,-0.0267,0.0412,0.057
7.418000,0.0106,-0.0314,0.0490,0.059
7.421000,0.0339,0.0157,-0.0449,0.058
7.425000,0.0523,0.0130,0.0650,0.084
7.429000,0.0535,0.0490,0.0007,0.073
7.441000,0.0236,0.0065,0.0429,0.049
7.442000,0.0576,0.0175,-0.0141,0.062
7.444000,0.0807,-0.0166,0.0975,0.128
7.449000,0.0760,-0.0094,-0.0064,0.077
7.453000,0.0806,-0.0094,-0.0254,0.085
7.459000,0.0481,-0.0148,0.0905,0.104
7.469000,-0.0145,-0.0273,0.0660,0.073
7.470000,-0.0236,-0.0355,0.0203,0.047
7.475000,-0.0499,-0.0502,0.0760,0.104
7.478000,-0.0362,-0.0178,-0.0012,0.040
7.484000,-0.0328,-0.0193,0.0019,0.038
7.488000,0.0054,-0.0844,0.0279,0.089
7.498000,0.0185,-0.1140,0.0171,0.117
7.500000,0.0647,-0.0606,-0.0370,0.096
7.504000,0.0518,-0.0743,0.0265,0.094
7.509000,-0.0046,-0.0214,0.0822,0.085
7.515000,-0.0351,0.0022,-0.0237,0.042
7.519000,0.0042,-0.0196,0.0308,0.037
7.529000,0.0072,0.0103,0.1681,0.169
7.529000,0.0092,0.0145,-0.0484,0.051
7.533000,-0.0051,-0.0319,-0.0818,0.088
7.538000,-0.0133,-0.0423,0.0696,0.083
7.544000,0.0180,-0.0469,0.0624,0.080
7.553000,0.0404,-0.0520,-0.0157,0.068
7.559000,0.0197,-0.0497,0.0311,0.062
7.561000,-0.0167,-0.0448,0.0959,0.107
7.588000,-0.0311,-0.0448,0.0779,0.095
7.589000,-0.0432,-0.0321,0.0497,0.073
7.590000,-0.0451,-0.0337,0.0661,0.087
7.591000,-0.0224,0.0021,0.0689,0.073
7.591000,-0.0230,0.0041,0.0812,0.084
7.592000,0.0100,-0.0468,0.0390,0.062
7.593000,0.0234,-0.0422,0.0346,0.059
7.598000,0.0352,0.0030,0.0473,0.059
7.602000,0.0236,-0.0064,0.0119,0.027
7.608000,0.0139,-0.0014,-0.0618,0.063
7.620000,-0.0083,-0.0498,0.0498,0.071
7.622000,0.0127,-0.0840,0.0637,0.106
7.627000,0.0080,-0.0619,0.0102,0.063
7.632000,-0.0260,-0.0359,0.0956,0.105
7.637000,-0.0138,-0.0055,-0.0181,0.023
7.643000,-0.0119,-0.0132,0.1354,0.137
7.654000,0.0000,-0.0030,-0.0592,0.059
7.655000,0.0141,-0.0173,0.0191,0.029
7.657000,0.0240,-0.0344,0.1186,0.126
7.662000,0.0027,-0.0167,-0.1001,0.102
7.668000,0.0454,-0.0435,0.0508,0.081
7.672000,0.0754,-0.0351,0.1143,0.141
7.677000,0.1115,-0.0601,-0.0382,0.132
7.708000,0.1110,-0.0345,0.0198,0.118
7.709000,0.0633,-0.0194,0.1306,0.146
7.710000,-0.0064,-0.0370,-0.0341,0.051
7.711000,-0.0144,0.0110,0.0396,0.044
7.712000,-0.0549,0.0248,0.1223,0.136
7.712000,-0.0613,0.0053,0.0523,0.081
7.720000,-0.0958,0.0364,-0.0492,0.114
7.721000,-0.0793,0.0039,0.0332,0.086
7.722000,-0.0950,0.0001,0.0651,0.115
7.728000,-0.0700,-0.0033,-0.0559,0.090
7.733000,-0.0402,-0.0331,0.1399,0.149
7.736000,0.0225,0.0086,0.0253,0.035
7.740000,0.0520,0.0193,0.0136,0.057
7.745000,0.1279,0.0112,0.1786,0.220
7.749000,0.1620,-0.0379,0.0700,0.181
7.755000,0.1026,-0.1002,-0.0704,0.160
7.759000,0.0572,-0.0604,0.1022,0.132
7.766000,-0.0090,-0.0302,0.0293,0.043
7.769000,0.0008,-0.0790,0.0151,0.080
7.774000,-0.0172,-0.0120,-0.0131,0.025
7.780000,0.0337,-0.0238,0.1685,0.174
7.785000,0.0679,-0.0196,-0.0024,0.071
7.790000,0.0538,-0.0149,-0.0475,0.073
7.796000,0.0447,-0.0295,0.1017,0.115
7.800000,0.0907,-0.0444,0.1708,0.198
7.805000,0.0238,-0.0811,-0.1397,0.163
7.810000,-0.0147,-0.0553,0.1143,0.128
7.815000,-0.0424,-0.1005,0.0790,0.135
7.819000,-0.0448,-0.0859,-0.1265,0.159
7.825000,-0.0169,-0.0068,-0.0089,0.020
7.832000,-0.0550,-0.0216,0.1559,0.167
7.836000,-0.0413,0.0099,0.0296,0.052
7.840000,-0.0758,0.0233,0.0323,0.086
7.845000,-0.0716,0.0508,0.0276,0.092
7.859000,-0.0452,-0.0305,0.0690,0.088
7.860000,-0.0586,-0.0429,-0.0380,0.082
7.860000,-0.0177,-0.0661,0.0232,0.072
7.867000,-0.0310,-0.0587,0.0395,0.077
7.869000,0.0251,-0.0543,0.0271,0.066
7.874000,0.0297,-0.0175,0.0573,0.067
7.880000,0.0483,-0.0207,0.0207,0.056
7.886000,0.0374,-0.0010,0.0246,0.045
7.889000,0.0036,-0.0454,0.1839,0.189
7.895000,-0.0293,-0.0105,-0.0398,0.051
7.901000,-0.0447,-0.0426,-0.0158,0.064
7.904000,-0.0277,-0.0437,0.1213,0.132
7.909000,-0.0344,-0.0544,0.0674,0.093
7.914000,0.0104,-0.0297,-0.0010,0.031
7.920000,0.0827,0.0018,0.0583,0.101
7.924000,0.1094,0.0070,0.0442,0.118
7.933000,0.1058,0.0537,-0.0247,0.121
7.934000,0.0764,0.0415,0.1293,0.156
7.939000,0.0460,0.0466,-0.0564,0.086
7.943000,0.0186,0.0192,0.0921,0.096
7.960000,0.0445,-0.0290,0.1330,0.143
7.962000,0.0494,-0.0574,-0.0336,0.083
7.962000,0.0107,-0.0405,0.0081,0.043
7.963000,-0.0098,-0.0010,0.1370,0.137
7.969000,0.0111,0.0085,0.0641,0.066
7.974000,0.0209,0.0194,0.0658,0.072
7.979000,0.0188,0.0176,0.1122,0.115
7.984000,0.0157,0.0313,0.0115,0.037
7.988000,-0.0144,-0.0035,-0.0931,0.094
7.994000,-0.0100,-0.0714,0.0290,0.078
7.998000,-0.0135,-0.1105,0.1208,0.164
8.003000,-0.0062,-0.1107,-0.0594,0.126
8.009000,0.0077,-0.0657,-0.1145,0.132
8.014000,0.0108,-0.0303,0.0473,0.057
8.018000,-0.0206,0.0060,0.0650,0.068
8.023000,-0.0446,0.0475,0.0388,0.076
8.029000,-0.0344,0.0702,0.1136,0.138
8.034000,-0.0358,0.0331,0.0218,0.053
8.037000,-0.0366,-0.0411,-0.0181,0.058
8.043000,-0.0199,-0.0667,-0.0490,0.085
8.048000,-0.0080,-0.1026,-0.0436,0.112
8.054000,0.0321,-0.1401,-0.0344,0.148
8.058000,0.0613,-0.0755,0.0485,0.109
8.071000,0.0689,-0.0359,-0.0069,0.078
8.072000,-0.0089,-0.0193,-0.0437,0.049
8.075000,-0.0553,0.0000,0.1888,0.197
8.108000,-0.0487,-0.0085,0.0469,0.068
8.109000,-0.0254,-0.0339,-0.0035,0.043
8.110000,-0.0104,-0.0350,0.1157,0.121
8.111000,0.0834,-0.0204,0.0026,0.086
8.111000,0.0976,0.0067,-0.0262,0.101
8.112000,0.0495,0.0208,-0.0208,0.058
8.112000,0.0210,-0.0177,0.0982,0.102
8.117000,0.0084,-0.0487,0.0421,0.065
8.123000,0.0363,-0.0545,-0.0284,0.071
8.129000,0.0171,-0.1174,0.1121,0.163
8.133000,0.0232,-0.0736,0.1610,0.179
8.137000,0.0545,-0.0465,-0.0426,0.083
8.142000,0.0081,-0.0307,-0.1170,0.121
8.147000,-0.0498,-0.0443,0.1653,0.178
8.153000,-0.0281,-0.0499,0.0584,0.082
8.157000,0.0267,0.0488,-0.0897,0.106
8.162000,-0.0077,0.0284,0.0666,0.073
8.167000,0.0280,0.0092,0.0443,0.053
8.171000,0.0742,0.0115,0.0253,0.079
8.177000,0.0695,-0.0279,-0.0758,0.107
8.183000,0.0510,-0.0722,0.0631,0.109
8.186000,0.1220,-0.0417,0.0010,0.129
8.192000,0.0593,-0.0896,0.0652,0.126
8.203000,0.0017,-0.0725,0.1488,0.166
8.204000,-0.0644,-0.0392,-0.0763,0.107
8.206000,-0.1322,-0.0442,0.1588,0.211
8.241000,-0.1606,0.0555,-0.0315,0.173
8.243000,-0.1672,0.0607,-0.0079,0.178
8.244000,-0.0511,0.0647,-0.0402,0.092
8.244000,-0.0385,0.0332,0.0435,0.067
8.245000,-0.0198,-0.0281,0.0759,0.083
8.246000,-0.0375,0.0016,0.0308,0.049
8.249000,0.0697,-0.0209,-0.0083,0.073
8.250000,0.0103,-0.0120,0.0810,0.083
8.251000,0.0670,-0.0646,0.0484,0.105
8.256000,0.1013,-0.0363,0.0819,0.135
8.262000,0.1710,-0.0779,0.0731,0.202
